bin	chromosome	arm	start	end	short	long	frag	ratio	ratio.center
319	chr10	10q	99700000	104699999	8935	57399	66334	0.155664732835067	0.00810530450121311
320	chr10	10q	94700000	99699999	8269	55409	63678	0.149235683733689	0.00167625539983576
321	chr10	10q	89700000	94699999	8146	54362	62508	0.149847319818991	0.0022878914851375
322	chr10	10q	84500000	89699999	8036	56748	64784	0.141608514837527	-0.0059509134963264
323	chr10	10q	79400000	84499999	8396	58293	66689	0.144031015730877	-0.00352841260297693
324	chr10	10q	74400000	79399999	8783	56304	65087	0.155992469451549	0.00843304111769502
325	chr10	10q	69400000	74399999	9204	59348	68552	0.155085259823414	0.00752583148956071
326	chr10	10q	64400000	69399999	7207	50568	57775	0.142520961873121	-0.00503846646073236
327	chr10	10q	59400000	64399999	7907	54708	62615	0.144530964392776	-0.00302846394107753
328	chr10	10q	54400000	59399999	6966	48959	55925	0.142282317857799	-0.00527711047605434
329	chr10	10q	47600000	54399999	6577	46434	53011	0.141641900331654	-0.00591752800220019
330	chr11	11p	100000	5299999	8983	56515	65498	0.158948951605768	0.0113895232719147
331	chr11	11p	5300000	10299999	8407	57433	65840	0.146379259310849	-0.00118016902300455
332	chr11	11p	10300000	15299999	7575	50798	58373	0.149120044096224	0.00156061576237054
333	chr11	11p	15300000	20299999	8439	58945	67384	0.143167359402833	-0.00439206893102057
334	chr11	11p	20300000	25299999	7541	52606	60147	0.143348667452382	-0.00421076088147185
335	chr11	11p	25300000	30299999	7422	51356	58778	0.144520601292936	-0.00303882704091812
336	chr11	11p	30300000	35299999	8191	56476	64667	0.145035059140166	-0.00252436919368798
337	chr11	11p	35300000	40299999	7776	53445	61221	0.145495369071008	-0.00206405926284614
338	chr11	11p	40300000	45299999	8145	54589	62734	0.149205883969298	0.00164645563544413
339	chr11	11p	45300000	50399999	7642	47939	55581	0.159410918041678	0.0118514897078243
340	chr11	11q	129900000	134899999	8429	61346	69775	0.137400971538487	-0.0101584567953671
341	chr11	11q	124900000	129899999	8693	59252	67945	0.14671234726254	-0.000847081071314065
342	chr11	11q	119900000	124899999	8554	59204	67758	0.144483480845889	-0.00307594748796491
343	chr11	11q	114900000	119899999	8095	55516	63611	0.145813819439441	-0.00174560889441283
344	chr11	11q	109900000	114899999	6888	48183	55071	0.142954984123031	-0.00460444421082276
345	chr11	11q	104900000	109899999	7765	53769	61534	0.144414067585412	-0.00314536074844204
346	chr11	11q	99900000	104899999	7394	52004	59398	0.142181370663795	-0.00537805767005861
347	chr11	11q	94600000	99899999	7230	49124	56354	0.147178568520479	-0.000380859813374934
348	chr11	11q	89300000	94599999	7814	53936	61750	0.144875407890834	-0.00268402044302013
349	chr11	11q	84100000	89299999	7851	54834	62685	0.143177590546012	-0.00438183778784212
350	chr11	11q	79100000	84099999	7471	53545	61016	0.139527500233449	-0.00803192810040521
351	chr11	11q	74100000	79099999	8491	54961	63452	0.154491366605411	0.00693193827155739
352	chr11	11q	68800000	74099999	7726	47993	55719	0.160981809847269	0.0134223815134157
353	chr11	11q	63800000	68799999	9226	54487	63713	0.169324793069907	0.0217653647360529
354	chr11	11q	58800000	63799999	8779	56540	65319	0.1552706048815	0.00771117654764611
355	chr12	12p	200000	5199999	8813	58368	67181	0.150990268640351	0.00343084030649715
356	chr12	12p	5200000	10499999	8313	54234	62547	0.153280230113951	0.00572080178009696
357	chr12	12p	10500000	15499999	7759	51554	59313	0.150502385847849	0.00294295751399515
358	chr12	12p	15500000	20499999	7630	52915	60545	0.144193517906076	-0.00336591042777792
359	chr12	12p	20500000	25499999	7548	52063	59611	0.144978199489081	-0.00258122884477319
360	chr12	12p	25500000	30499999	7888	53298	61186	0.147998048707269	0.000438620373414855
361	chr12	12q	128500000	133799999	8449	57288	65737	0.147482893450635	-7.6534883218321e-05
362	chr12	12q	123500000	128499999	8559	56425	64984	0.151688081524147	0.00412865319029337
363	chr12	12q	118400000	123499999	8463	52957	61420	0.159808901561644	0.0122494732277906
364	chr12	12q	113400000	118399999	9125	61463	70588	0.148463303125458	0.000903874791603865
365	chr12	12q	108200000	113399999	9243	59919	69162	0.154258248635658	0.00669882030180444
366	chr12	12q	103200000	108199999	8296	57088	65384	0.145319506726457	-0.00223992160739631
367	chr12	12q	98200000	103199999	7582	53754	61336	0.141049968374447	-0.00650945995940716
368	chr12	12q	93200000	98199999	8377	55246	63623	0.151630887304058	0.0040714589702045
369	chr12	12q	88200000	93199999	7443	52772	60215	0.14104070340332	-0.00651872493053376
370	chr12	12q	83200000	88199999	6774	48896	55670	0.138538939790576	-0.0090204885432778
371	chr12	12q	78200000	83199999	7208	51094	58302	0.141073315849219	-0.00648611248463463
372	chr12	12q	73200000	78199999	7457	51148	58605	0.145792601861265	-0.00176682647258836
373	chr12	12q	68200000	73199999	7801	53256	61057	0.146481147664113	-0.00107828066974075
374	chr12	12q	63200000	68199999	8124	55589	63713	0.146144021299178	-0.00141540703467583
375	chr12	12q	58200000	63199999	7123	49146	56269	0.144935498311155	-0.0026239300226992
376	chr12	12q	53200000	58199999	8624	54705	63329	0.157645553422905	0.010086125089051
377	chr12	12q	48200000	53199999	8986	57365	66351	0.156646038525233	0.00908661019137944
378	chr12	12q	43200000	48199999	7948	53711	61659	0.147977136899332	0.000417708565477903
379	chr12	12q	38200000	43199999	7152	50615	57767	0.141301985577398	-0.00625744275645571
380	chr13	13q	109400000	115099999	9315	62157	71472	0.149862445098702	0.00230301676484795
381	chr13	13q	104400000	109399999	7520	52565	60085	0.143060972129744	-0.0044984562041096
382	chr13	13q	99400000	104399999	8094	55045	63139	0.14704332818603	-0.000516100147824106
383	chr13	13q	94400000	99399999	7991	55912	63903	0.14292101874374	-0.00463840959011355
384	chr13	13q	89400000	94399999	7206	49923	57129	0.144342287122168	-0.00321714121168556
385	chr13	13q	84100000	89399999	7076	49205	56281	0.143806523727263	-0.00375290460659022
386	chr13	13q	79100000	84099999	7250	50172	57422	0.144502909989636	-0.00305651834421805
387	chr13	13q	74100000	79099999	7766	53631	61397	0.144804310939569	-0.00275511739428519
388	chr13	13q	69100000	74099999	7179	49933	57112	0.14377265535818	-0.00378677297567376
389	chr13	13q	64100000	69099999	6903	47620	54523	0.144960100797984	-0.00259932753586967
390	chr13	13q	59100000	64099999	7337	50109	57446	0.146420802650223	-0.00113862568363121
391	chr13	13q	54100000	59099999	6724	46352	53076	0.145063859164653	-0.00249556916920063
392	chr13	13q	49100000	54099999	8120	53568	61688	0.151583034647551	0.00402360631369705
393	chr13	13q	44100000	49099999	8425	55324	63749	0.152284722724315	0.00472529439046124
394	chr13	13q	39100000	44099999	8081	55001	63082	0.146924601370884	-0.000634826962969542
395	chr13	13q	34100000	39099999	7743	53158	60901	0.145660107603747	-0.0018993207301064
396	chr13	13q	29100000	34099999	8430	56543	64973	0.149090073041756	0.00153064470790212
397	chr13	13q	24100000	29099999	8527	58133	66660	0.146680886931691	-0.000878541402162591
398	chr14	14q	102200000	107199999	6735	43310	50045	0.155506811359963	0.00794738302610934
399	chr14	14q	97200000	102199999	8611	60467	69078	0.142408255742802	-0.00515117259105186
400	chr14	14q	92200000	97199999	8796	60569	69365	0.14522280374449	-0.00233662458936396
401	chr14	14q	87200000	92199999	8344	55756	64100	0.149652055384174	0.00209262705032018
402	chr14	14q	82200000	87199999	7329	50685	58014	0.144598993785144	-0.00296043454871017
403	chr14	14q	77200000	82199999	8177	56594	64771	0.144485281125208	-0.0030741472086461
404	chr14	14q	72200000	77199999	8946	57785	66731	0.154815263476681	0.00725583514282707
405	chr14	14q	67200000	72199999	8575	56125	64700	0.152783964365256	0.00522453603140241
406	chr14	14q	62200000	67199999	8304	56073	64377	0.148092664918945	0.000533236585091218
407	chr14	14q	57200000	62199999	8238	55675	63913	0.14796587337225	0.000406445038395958
408	chr14	14q	52200000	57199999	8142	56168	64310	0.144957983193277	-0.00260144514057639
409	chr14	14q	47200000	52199999	7795	52477	60272	0.148541265697353	0.00098183736349941
410	chr14	14q	42200000	47199999	7129	49598	56727	0.143735634501391	-0.00382379383246254
411	chr14	14q	37200000	42199999	7481	50652	58133	0.14769406933586	0.000134641002006664
412	chr14	14q	32200000	37199999	8178	55539	63717	0.147247879868201	-0.000311548465652983
413	chr14	14q	27200000	32199999	7285	51540	58825	0.141346526969344	-0.00621290136450953
414	chr14	14q	22200000	27199999	8196	54886	63082	0.149327697409175	0.00176826907532165
415	chr15	15q	97400000	102399999	7879	54257	62136	0.145216285456254	-0.00234314287759924
416	chr15	15q	92400000	97399999	8261	57539	65800	0.14357218582179	-0.00398724251206328
417	chr15	15q	87400000	92399999	8695	57772	66467	0.1505054351589	0.00294600682504678
418	chr15	15q	81600000	87399999	8441	57282	65723	0.147358681610279	-0.000200746723574757
419	chr15	15q	76600000	81599999	8993	60181	69174	0.149432545155448	0.00187311682159402
420	chr15	15q	71600000	76599999	8751	58515	67266	0.149551397077672	0.00199196874381868
421	chr15	15q	66600000	71599999	9240	59830	69070	0.154437573123851	0.00687814478999721
422	chr15	15q	61600000	66599999	8159	52133	60292	0.156503558206894	0.00894412987304019
423	chr15	15q	56600000	61599999	8453	57916	66369	0.145952759168451	-0.00160666916540286
424	chr15	15q	51600000	56599999	8134	55540	63674	0.146453006841916	-0.00110642149193799
425	chr15	15q	46600000	51599999	8013	54014	62027	0.148350427666901	0.000790999333047465
426	chr15	15q	41600000	46599999	8444	54961	63405	0.153636214770474	0.00607678643661988
427	chr15	15q	36600000	41599999	8444	56128	64572	0.150441847206385	0.00288241887253168
428	chr15	15q	31200000	36599999	8330	56679	65009	0.146968012844263	-0.000591415489590408
429	chr15	15q	25100000	31199999	8665	59935	68600	0.144573287728372	-0.0029861406054813
430	chr16	16p	100000	5099999	9040	54221	63261	0.166725069622471	0.0191656412886173
431	chr16	16p	5100000	10199999	8508	59374	67882	0.143295044969178	-0.0042643833646753
432	chr16	16p	10200000	15599999	9178	59978	69156	0.153022775017506	0.0054633466836527
433	chr16	16p	15600000	21599999	9242	62430	71672	0.148037802338619	0.000478374004765525
434	chr16	16p	21600000	26799999	8751	59800	68551	0.14633779264214	-0.00122163569171324
435	chr16	16p	26800000	32599999	9228	57410	66638	0.160738547291413	0.0131791189575589
436	chr16	16q	85000000	90199999	9525	61140	70665	0.155789990186457	0.0082305618526036
437	chr16	16q	80000000	84999999	8853	58984	67837	0.150091550250916	0.00253212191706179
438	chr16	16q	75000000	79999999	8317	58317	66634	0.142617075638322	-0.00494235269553212
439	chr16	16q	69700000	74999999	8671	57952	66623	0.14962382661513	0.00206439828127605
440	chr16	16q	64700000	69699999	8456	55526	63982	0.152289017757447	0.00472958942359325
441	chr16	16q	59700000	64699999	7306	50368	57674	0.145052414231258	-0.00250701410259577
442	chr16	16q	54700000	59699999	8322	55606	63928	0.149660108621372	0.00210068028751809
443	chr16	16q	49700000	54699999	8545	58956	67501	0.144938598276681	-0.00262083005717281
444	chr17	17p	1	5199999	8911	52737	61648	0.168970551984375	0.0214111236505216
445	chr17	17p	5200000	10199999	9062	58920	67982	0.153801765105227	0.0062423367713737
446	chr17	17p	10200000	15199999	8229	57543	65772	0.143006099786247	-0.0045533285476069
447	chr17	17p	15200000	20699999	8813	57393	66206	0.153555311623369	0.00599588328951497
448	chr17	17q	76000000	81195210	8764	53268	62032	0.164526545017647	0.0169671166837929
449	chr17	17q	71000000	75999999	9452	58187	67639	0.162441782528744	0.0148823541948898
450	chr17	17q	66000000	70999999	7313	50348	57661	0.14524906649718	-0.00231036183667407
451	chr17	17q	60900000	65999999	8136	53145	61281	0.153090601185436	0.00553117285158236
452	chr17	17q	55900000	60899999	8543	54228	62771	0.157538540975142	0.00997911264128828
453	chr17	17q	50900000	55899999	8371	56257	64628	0.148799260536467	0.00123983220261287
454	chr17	17q	45900000	50899999	8831	58288	67119	0.151506313477903	0.00394688514404912
455	chr17	17q	40600000	45899999	7916	48584	56500	0.162934299357813	0.0153748710239596
456	chr17	17q	35600000	40599999	6739	42410	49149	0.158901202546569	0.0113417742127155
457	chr17	17q	30300000	35599999	8275	55601	63876	0.14882825848456	0.00126883015070592
458	chr17	17q	25300000	30299999	8381	52745	61126	0.15889657787468	0.0113371495408263
459	chr18	18p	100000	5099999	8049	53504	61553	0.150437350478469	0.00287792214461519
460	chr18	18p	5100000	10099999	8310	57297	65607	0.145033771401644	-0.00252565693220966
461	chr18	18q	72900000	77999999	7873	54226	62099	0.145188654888799	-0.00237077344505499
462	chr18	18q	67700000	72899999	7597	53521	61118	0.141944283552251	-0.00561514478160319
463	chr18	18q	62700000	67699999	6640	47266	53906	0.140481530063894	-0.00707789826996
464	chr18	18q	57700000	62699999	7745	54099	61844	0.143163459583356	-0.00439596875049728
465	chr18	18q	52700000	57699999	8287	58285	66572	0.142180663978725	-0.00537876435512849
466	chr18	18q	47400000	52699999	7237	51679	58916	0.140037539426072	-0.00752188890778122
467	chr18	18q	42400000	47399999	8932	59969	68901	0.148943620870783	0.00138419253692953
468	chr18	18q	37400000	42399999	7467	53145	60612	0.140502399096811	-0.0070570292370431
469	chr18	18q	32400000	37399999	8205	56135	64340	0.146165493898637	-0.00139393443521649
470	chr18	18q	27400000	32399999	7532	52413	59945	0.143704806059565	-0.00385462227428834
471	chr18	18q	22400000	27399999	7886	54136	62022	0.145670164031329	-0.0018892643025252
472	chr19	19p	200000	5199999	9222	52218	61440	0.176605768125934	0.0290463397920799
473	chr19	19p	5200000	10499999	9364	54215	63579	0.172719727012819	0.0251602986789656
474	chr19	19p	10500000	15499999	9098	52981	62079	0.171721938053264	0.0241625097194107
475	chr19	19p	15500000	20499999	8783	50481	59264	0.173986252253323	0.0264268239194693
476	chr19	19q	54100000	59099999	6934	41594	48528	0.166706736548541	0.0191473082146869
477	chr19	19q	49100000	54099999	8993	53650	62643	0.16762348555452	0.0200640572206663
478	chr19	19q	44100000	49099999	9035	54124	63159	0.166931490651097	0.0193720623172438
479	chr19	19q	39100000	44099999	7760	49115	56875	0.15799653873562	0.0104371104017668
480	chr19	19q	34100000	39099999	8857	52678	61535	0.168134705190022	0.0205752768561687
481	chr19	19q	29100000	34099999	8836	61492	70328	0.143693488583881	-0.00386593974997287
482	chr20	20p	100000	5099999	9141	56723	65864	0.161151561095147	0.0135921327612929
483	chr20	20p	5100000	10099999	8103	55776	63879	0.145277538726334	-0.00228188960751982
484	chr20	20p	10100000	15099999	7919	55941	63860	0.141559857707227	-0.00599957062662645
485	chr20	20p	15100000	20099999	8205	56317	64522	0.145693129960758	-0.00186629837309585
486	chr20	20p	20100000	25099999	8521	60498	69019	0.140847631326655	-0.00671179700719829
487	chr20	20q	57600000	62899999	9149	62163	71312	0.147177581519553	-0.000381846814300285
488	chr20	20q	52600000	57599999	8168	57016	65184	0.143258032832889	-0.0043013955009647
489	chr20	20q	47600000	52599999	8897	58194	67091	0.152885177166031	0.00532574883217715
490	chr20	20q	42600000	47599999	9255	60526	69781	0.152909493440835	0.00535006510698163
491	chr20	20q	37600000	42599999	8474	60136	68610	0.140913928428894	-0.00664549990495922
492	chr20	20q	32400000	37599999	9346	58990	68336	0.158433632819122	0.0108742044852682
493	chr21	21q	42800000	48099999	9032	58198	67230	0.15519433657514	0.00763490824128632
494	chr21	21q	37800000	42799999	8608	59320	67928	0.145111260957519	-0.00244816737633516
495	chr21	21q	32800000	37799999	8455	55452	63907	0.152474211931039	0.00491478359718575
496	chr21	21q	27800000	32799999	7746	53807	61553	0.143958964447005	-0.00360046388684868
497	chr21	21q	22800000	27799999	6983	47793	54776	0.146109262862762	-0.00145016547109139
498	chr21	21q	17800000	22799999	7324	49883	57207	0.146823567147124	-0.000735861186729442
499	chr22	22q	46000000	51199999	9581	64332	73913	0.148930547783374	0.00137111944952004
500	chr22	22q	41000000	45999999	9093	58242	67335	0.156124446275883	0.00856501794202966
501	chr22	22q	36000000	40999999	9150	56030	65180	0.163305372122077	0.0157459437882237
502	chr22	22q	31000000	35999999	8960	60547	69507	0.147984210613243	0.000424782279388886
503	chr22	22q	26000000	30999999	8908	60210	69118	0.147948845706693	0.000389417372839512
504	chr22	22q	20700000	25999999	8887	57494	66381	0.154572651059241	0.00701322272538724
