CHR	TSS	Gene-Symbol	Category	Strand	TS_ID
chr2	217498118	IGFBP2	WGS	1	IGFBP2
chr2	217560248	IGFBP5	WGS	-1	IGFBP5
chr2	217724787	TNP1	WGS	-1	TNP1
chr2	217735495	AC007557.1	WGS	1	AC007557.1
chr2	218621278	DIRC3	WGS	-1	DIRC3
chr2	218808851	TNS1	WGS	-1	TNS1
chr2	218933978	RUFY4	WGS	1	RUFY4
chr2	218990727	CXCR2	WGS	1	CXCR2
chr2	219031718	CXCR1	WGS	-1	CXCR1
chr2	219081933	ARPC2	WGS	1	ARPC2
chr2	219125738	GPBAR1	WGS	1	GPBAR1
chr2	219134980	AAMP	WGS	-1	AAMP
chr2	219135208	PNKD	WGS	1	PNKD
chr2	219151572	TMBIM1	WGS	-1	TMBIM1
chr2	219221579	C2orf62	WGS	1	C2orf62
chr2	219246752	SLC11A1	WGS	1	SLC11A1
chr2	219264478	CTDSP1	WGS	1	CTDSP1
chr2	219283815	VIL1	WGS	1	VIL1
chr2	219433084	USP37	WGS	-1	USP37
chr2	219433303	RQCD1	WGS	1	RQCD1
chr2	219472488	PLCD4	WGS	1	PLCD4
chr2	219524263	ZNF142	WGS	-1	ZNF142
chr2	219524495	BCS1L	WGS	1	BCS1L
chr2	219537134	RNF25	WGS	-1	RNF25
chr2	219536749	STK36	WGS	1	STK36
chr2	219575598	TTLL4	WGS	1	TTLL4
chr2	219646479	CYP27A1	WGS	1	CYP27A1
chr2	219696809	PRKAG3	WGS	-1	PRKAG3
chr2	219724544	WNT6	WGS	1	WNT6
chr2	219745085	WNT10A	WGS	1	WNT10A
chr2	219824377	CDK5R2	WGS	1	CDK5R2
chr2	219850379	FEV	WGS	-1	FEV
chr2	219858135	CRYBA2	WGS	-1	CRYBA2
chr2	219906245	CCDC108	WGS	-1	CCDC108
chr2	219925189	IHH	WGS	-1	IHH
chr2	220025575	NHEJ1	WGS	-1	NHEJ1
chr2	220034754	SLC23A3	WGS	-1	SLC23A3
chr2	220042828	CNPPD1	WGS	-1	CNPPD1
chr2	220042939	FAM134A	WGS	1	FAM134A
chr2	220071515	ZFAND2B	WGS	1	ZFAND2B
chr2	220083712	ABCB6	WGS	-1	ABCB6
chr2	220094090	ATG9A	WGS	-1	ATG9A
chr2	220094479	ANKZF1	WGS	1	ANKZF1
chr2	220110194	GLB1L	WGS	-1	GLB1L
chr2	220110177	STK16	WGS	1	STK16
chr2	220118754	TUBA4A	WGS	-1	TUBA4A
chr2	220143989	DNAJB2	WGS	1	DNAJB2
chr2	220174295	PTPRN	WGS	-1	PTPRN
chr2	220197899	RESP18	WGS	-1	RESP18
chr2	220252737	DNPEP	WGS	-1	DNPEP
chr2	220283099	DES	WGS	1	DES
chr2	220299568	SPEG	WGS	1	SPEG
chr2	220363623	GMPPA	WGS	1	GMPPA
chr2	220379052	ASIC4	WGS	1	ASIC4
chr2	220408509	CHPF	WGS	-1	CHPF
chr2	220408385	TMEM198	WGS	1	TMEM198
chr2	220436011	OBSL1	WGS	-1	OBSL1
chr2	220436917	INHA	WGS	1	INHA
chr2	220462596	STK11IP	WGS	1	STK11IP
chr2	220492292	SLC4A3	WGS	1	SLC4A3
chr2	222437010	EPHA4	WGS	-1	EPHA4
chr2	223163700	PAX3	WGS	-1	PAX3
chr2	223162866	CCDC140	WGS	1	CCDC140
chr2	223289236	SGPP2	WGS	1	SGPP2
chr2	223521056	FARSB	WGS	-1	FARSB
chr2	223536505	MOGAT1	WGS	1	MOGAT1
chr2	223725652	ACSL3	WGS	1	ACSL3
chr2	223916862	KCNE4	WGS	1	KCNE4
chr2	224467221	SCG2	WGS	-1	SCG2
chr2	224702299	AP1S3	WGS	-1	AP1S3
chr2	224810104	WDFY1	WGS	-1	WDFY1
chr2	224822121	MRPL44	WGS	1	MRPL44
chr2	224903521	SERPINE2	WGS	-1	SERPINE2
chr2	225266751	FAM124B	WGS	-1	FAM124B
chr2	225450065	CUL3	WGS	-1	CUL3
chr2	225907159	DOCK10	WGS	-1	DOCK10
chr2	226265364	NYAP2	WGS	1	NYAP2
chr2	227664475	IRS1	WGS	-1	IRS1
chr2	227700671	RHBDD1	WGS	1	RHBDD1
chr2	228028829	COL4A4	WGS	-1	COL4A4
chr2	228029281	COL4A3	WGS	1	COL4A3
chr2	228189955	MFF	WGS	1	MFF
chr2	228244022	TM4SF20	WGS	-1	TM4SF20
chr2	228336868	AGFG1	WGS	1	AGFG1
chr2	228497888	C2orf83	WGS	-1	C2orf83
chr2	228582728	SLC19A3	WGS	-1	SLC19A3
chr2	228678570	CCL20	WGS	1	CCL20
chr2	228736323	DAW1	WGS	1	DAW1
chr2	229046361	SPHKAP	WGS	-1	SPHKAP
chr2	230135981	PID1	WGS	-1	PID1
chr2	230579274	DNER	WGS	-1	DNER
chr2	230786725	TRIP12	WGS	-1	TRIP12
chr2	230787212	FBXO36	WGS	1	FBXO36
chr2	230933715	SLC16A14	WGS	-1	SLC16A14
chr2	231084665	SP110	WGS	-1	SP110
chr2	231090446	SP140	WGS	1	SP140
chr2	231191899	SP140L	WGS	1	SP140L
chr2	231280981	SP100	WGS	1	SP100
chr2	231577560	CAB39	WGS	1	CAB39
chr2	231729615	ITM2C	WGS	1	ITM2C
chr2	231789941	GPR55	WGS	-1	GPR55
chr2	231860841	SPATA3	WGS	1	SPATA3
chr2	231902205	C2orf72	WGS	1	C2orf72
chr2	231921578	PSMD1	WGS	1	PSMD1
chr2	231989832	HTR2B	WGS	-1	HTR2B
chr2	232063260	ARMC9	WGS	1	ARMC9
chr2	232260254	B3GNT7	WGS	1	B3GNT7
chr2	232316906	AC017104.2	WGS	1	AC017104.2
chr2	232329305	NCL	WGS	-1	NCL
chr2	232395206	NMUR1	WGS	-1	NMUR1
chr2	232457575	C2orf57	WGS	1	C2orf57
chr2	232571621	MGC4771	WGS	-1	MGC4771
chr2	232573226	PTMA	WGS	1	PTMA
chr2	232646019	PDE6D	WGS	-1	PDE6D
chr2	232651124	COPS7B	WGS	1	COPS7B
chr2	232791113	NPPC	WGS	-1	NPPC
chr2	232826293	DIS3L2	WGS	1	DIS3L2
chr2	233243244	ALPP	WGS	1	ALPP
chr2	233271553	ALPPL2	WGS	1	ALPPL2
chr2	233320833	ALPI	WGS	1	ALPI
chr2	233352538	ECEL1	WGS	-1	ECEL1
chr2	233385173	PRSS56	WGS	1	PRSS56
chr2	233390894	CHRND	WGS	1	CHRND
chr2	233404437	CHRNG	WGS	1	CHRNG
chr2	233415226	TIGD1	WGS	-1	TIGD1
chr2	233414762	EIF4E2	WGS	1	EIF4E2
chr2	233497938	EFHD1	WGS	1	EFHD1
chr2	233562056	GIGYF2	WGS	1	GIGYF2
chr2	233641278	KCNJ13	WGS	-1	KCNJ13
chr2	233734342	C2orf82	WGS	1	C2orf82
chr2	233877982	NGEF	WGS	-1	NGEF
chr2	233877324	AC106876.2	WGS	1	AC106876.2
chr2	233897382	NEU2	WGS	1	NEU2
chr2	233925189	INPP5D	WGS	1	INPP5D
chr2	234160217	ATG16L1	WGS	1	ATG16L1
chr2	234216467	SAG	WGS	1	SAG
chr2	234263153	DGKD	WGS	1	DGKD
chr2	234474236	USP40	WGS	-1	USP40
chr2	234637773	UGT1A8	WGS	1	UGT1A8
chr2	234545100	UGT1A10	WGS	1	UGT1A10
chr2	234580499	UGT1A9	WGS	1	UGT1A9
chr2	234590584	UGT1A7	WGS	1	UGT1A7
chr2	234601512	UGT1A6	WGS	1	UGT1A6
chr2	234621638	UGT1A5	WGS	1	UGT1A5
chr2	234627424	UGT1A4	WGS	1	UGT1A4
chr2	234637754	UGT1A3	WGS	1	UGT1A3
chr2	234668894	UGT1A1	WGS	1	UGT1A1
chr2	234686976	MROH2A	WGS	1	MROH2A
chr2	234763212	HJURP	WGS	-1	HJURP
chr2	234826043	TRPM8	WGS	1	TRPM8
chr2	234959343	SPP2	WGS	1	SPP2
chr2	235405697	ARL4C	WGS	-1	ARL4C
chr2	235887329	SH3BP4	WGS	1	SH3BP4
chr2	236402751	AGAP1	WGS	1	AGAP1
chr2	236692031	AC064874.1	WGS	-1	AC064874.1
chr2	237077012	GBX2	WGS	-1	GBX2
chr2	237172988	ASB18	WGS	-1	ASB18
chr2	237416185	IQCA1	WGS	-1	IQCA1
chr2	237478284	ACKR3	WGS	1	ACKR3
chr2	237993955	COPS8	WGS	1	COPS8
chr2	238165734	AC112715.2	WGS	1	AC112715.2
chr2	238323018	COL6A3	WGS	-1	COL6A3
chr2	238333919	AC112721.1	WGS	-1	AC112721.1
chr2	238395811	MLPH	WGS	1	MLPH
chr2	238475217	PRLH	WGS	1	PRLH
chr2	238499736	RAB17	WGS	-1	RAB17
chr2	238499812	AC104667.3	WGS	1	AC104667.3
chr2	238600982	LRRFIP1	WGS	1	LRRFIP1
chr2	238707388	RBM44	WGS	1	RBM44
chr2	238768187	RAMP1	WGS	1	RAMP1
chr2	238875597	UBE2F	WGS	1	UBE2F
chr2	238969530	SCLY	WGS	1	SCLY
chr2	239008798	ESPNL	WGS	1	ESPNL
chr2	239047363	KLHL30	WGS	1	KLHL30
chr2	239067649	FAM132B	WGS	1	FAM132B
chr2	239112370	ILKAP	WGS	-1	ILKAP
chr2	239140072	AC016757.3	WGS	-1	AC016757.3
chr2	239148765	HES6	WGS	-1	HES6
chr2	239197250	PER2	WGS	-1	PER2
chr2	239192329	AC012485.1	WGS	1	AC012485.1
chr2	239229082	TRAF3IP1	WGS	1	TRAF3IP1
chr2	239335465	ASB1	WGS	1	ASB1
chr2	239756673	TWIST2	WGS	1	TWIST2
chr2	240322643	HDAC4	WGS	-1	HDAC4
chr2	240084053	AC017028.1	WGS	-1	AC017028.1
chr2	240323499	AC062017.1	WGS	1	AC062017.1
chr2	240499995	AC079612.1	WGS	1	AC079612.1
chr2	240684554	AC093802.1	WGS	1	AC093802.1
chr2	240964819	NDUFA10	WGS	-1	NDUFA10
chr2	240969906	OR6B2	WGS	-1	OR6B2
chr2	240982399	PRR21	negativeControl	-1	PRR21
chr2	240985489	OR6B3	WGS	-1	OR6B3
chr2	241053907	AC013469.1	WGS	1	AC013469.1
chr2	241075764	MYEOV2	WGS	-1	MYEOV2
chr2	241083979	OTOS	WGS	-1	OTOS
chr2	241375088	GPC1	WGS	1	GPC1
chr2	241396131	AC110619.2	WGS	-1	AC110619.2
chr2	241497380	ANKMY1	WGS	-1	ANKMY1
chr2	241499719	DUSP28	WGS	1	DUSP28
chr2	241508104	RNPEPL1	WGS	1	RNPEPL1
chr2	241526133	CAPN10	WGS	1	CAPN10
chr2	241544862	GPR35	WGS	1	GPR35
chr2	241622317	AQP12B	WGS	-1	AQP12B
chr2	241624705	AC011298.1	WGS	-1	AC011298.1
chr2	241631262	AQP12A	WGS	1	AQP12A
chr2	241759725	KIF1A	WGS	-1	KIF1A
chr2	241807896	AGXT	WGS	1	AGXT
chr2	241835573	C2orf54	WGS	-1	C2orf54
chr2	241861986	AC104809.3	WGS	1	AC104809.3
chr2	241938255	SNED1	WGS	1	SNED1
chr2	242041747	MTERFD2	WGS	-1	MTERFD2
chr2	242088850	PASK	WGS	-1	PASK
chr2	242089437	PPP1R7	WGS	1	PPP1R7
chr2	242127924	ANO7	WGS	1	ANO7
chr2	242212301	HDLBP	WGS	-1	HDLBP
chr2	242167319	AC104841.2	WGS	1	AC104841.2
chr2	242254515	SEPT2	WGS	1	SEPT2
chr2	242295658	FARP2	WGS	1	FARP2
chr2	242448107	STK25	WGS	-1	STK25
chr2	242498136	BOK	WGS	1	BOK
chr2	242576864	THAP4	WGS	-1	THAP4
chr2	242577027	ATG4B	WGS	1	ATG4B
chr2	242626406	DTYMK	WGS	-1	DTYMK
chr2	242641455	ING5	WGS	1	ING5
chr2	242673994	D2HGDH	WGS	1	D2HGDH
chr2	242716240	GAL3ST2	WGS	1	GAL3ST2
chr2	242752095	NEU4	WGS	1	NEU4
chr2	242801060	PDCD1	WGS	-1	PDCD1
chr2	242811881	CXXC11	WGS	1	CXXC11
chr2	242841289	AC131097.4	WGS	-1	AC131097.4
chr3	238279	CHL1	WGS	1	CHL1
chr3	1134260	CNTN6	WGS	1	CNTN6
chr3	2280513	CNTN4	WGS	1	CNTN4
chr3	3152058	IL5RA	WGS	-1	IL5RA
chr3	3168600	TRNT1	WGS	1	TRNT1
chr3	3221394	CRBN	WGS	-1	CRBN
chr3	4508965	SUMF1	WGS	-1	SUMF1
chr3	3841121	LRRN1	WGS	1	LRRN1
chr3	4344988	SETMAR	WGS	1	SETMAR
chr3	4535032	ITPR1	WGS	1	ITPR1
chr3	4927472	AC018816.3	WGS	-1	AC018816.3
chr3	5020801	BHLHE40	WGS	1	BHLHE40
chr3	5163905	ARL8B	WGS	1	ARL8B
chr3	5229982	AC026202.1	WGS	-1	AC026202.1
chr3	5229358	EDEM1	WGS	1	EDEM1
chr3	6902802	GRM7	WGS	1	GRM7
chr3	8543393	LMCD1	WGS	1	LMCD1
chr3	8686484	SSUH2	WGS	-1	SSUH2
chr3	8775486	CAV3	WGS	1	CAV3
chr3	8811303	OXTR	WGS	-1	OXTR
chr3	9005186	RAD18	WGS	-1	RAD18
chr3	9291063	SRGAP3	WGS	-1	SRGAP3
chr3	9404736	THUMPD3	WGS	1	THUMPD3
chr3	9439403	SETD5	WGS	1	SETD5
chr3	9595486	LHFPL4	WGS	-1	LHFPL4
chr3	9691146	MTMR14	WGS	1	MTMR14
chr3	9745491	CPNE9	WGS	1	CPNE9
chr3	9773429	BRPF1	WGS	1	BRPF1
chr3	9791628	OGG1	WGS	1	OGG1
chr3	9811661	CAMK1	WGS	-1	CAMK1
chr3	9834431	TADA3	WGS	-1	TADA3
chr3	9834801	ARPC4	WGS	1	ARPC4
chr3	9834798	ARPC4-TTLL3	WGS	1	ARPC4-TTLL3
chr3	9851672	TTLL3	WGS	1	TTLL3
chr3	9885700	RPUSD3	WGS	-1	RPUSD3
chr3	9920195	CIDEC	WGS	-1	CIDEC
chr3	9932238	JAGN1	WGS	1	JAGN1
chr3	9944303	IL17RE	WGS	1	IL17RE
chr3	9958782	IL17RC	WGS	1	IL17RC
chr3	9975540	CRELD1	WGS	1	CRELD1
chr3	9994078	PRRT3	WGS	-1	PRRT3
chr3	10028804	EMC3	WGS	-1	EMC3
chr3	10068098	FANCD2	WGS	1	FANCD2
chr3	10149907	FANCD2OS	WGS	-1	FANCD2OS
chr3	10157276	BRK1	WGS	1	BRK1
chr3	10182692	VHL	WGS	1	VHL
chr3	10206549	IRAK2	WGS	1	IRAK2
chr3	10289707	TATDN2	WGS	1	TATDN2
chr3	10334631	GHRL	WGS	-1	GHRL
chr3	10362862	SEC13	WGS	-1	SEC13
chr3	10547268	ATP2B2	WGS	-1	ATP2B2
chr3	10857885	SLC6A11	WGS	1	SLC6A11
chr3	11034410	SLC6A1	WGS	1	SLC6A1
chr3	11294385	HRH1	WGS	1	HRH1
chr3	11314102	ATG7	WGS	1	ATG7
chr3	11685398	VGLL4	WGS	-1	VGLL4
chr3	11888393	TAMM41	WGS	-1	TAMM41
chr3	12200851	TIMP4	WGS	-1	TIMP4
chr3	12392971	PPARG	WGS	1	PPARG
chr3	12526010	TSEN2	WGS	1	TSEN2
chr3	12587055	C3orf83	WGS	-1	C3orf83
chr3	12598513	MKRN2	WGS	1	MKRN2
chr3	12705725	RAF1	WGS	-1	RAF1
chr3	12801038	TMEM40	WGS	-1	TMEM40
chr3	12838179	CAND2	WGS	1	CAND2
chr3	12883087	RPL32	WGS	-1	RPL32
chr3	13009168	IQSEC1	WGS	-1	IQSEC1
chr3	13461809	NUP210	WGS	-1	NUP210
chr3	13521665	HDAC11	WGS	1	HDAC11
chr3	13590631	FBLN2	WGS	1	FBLN2
chr3	13921618	WNT7A	WGS	-1	WNT7A
chr3	14058901	TPRXL	WGS	1	TPRXL
chr3	14166370	CHCHD4	WGS	-1	CHCHD4
chr3	14166440	TMEM43	WGS	1	TMEM43
chr3	14220283	XPC	WGS	-1	XPC
chr3	14219858	LSM3	WGS	1	LSM3
chr3	14444076	SLC6A6	WGS	1	SLC6A6
chr3	14693271	CCDC174	WGS	1	CCDC174
chr3	14716606	C3orf20	WGS	1	C3orf20
chr3	14860469	FGD5	WGS	1	FGD5
chr3	14989236	NR2C2	WGS	1	NR2C2
chr3	15106842	MRPS25	WGS	-1	MRPS25
chr3	15140655	ZFYVE20	WGS	-1	ZFYVE20
chr3	15247750	CAPN7	WGS	1	CAPN7
chr3	15374136	SH3BP5	WGS	-1	SH3BP5
chr3	15469025	METTL6	WGS	-1	METTL6
chr3	15468862	EAF1	WGS	1	EAF1
chr3	15563258	COLQ	WGS	-1	COLQ
chr3	15643338	HACL1	WGS	-1	HACL1
chr3	15643249	BTD	WGS	1	BTD
chr3	15901278	ANKRD28	WGS	-1	ANKRD28
chr3	16216156	GALNT15	WGS	1	GALNT15
chr3	16306479	DPH3	WGS	-1	DPH3
chr3	16306706	OXNAD1	WGS	1	OXNAD1
chr3	16555213	RFTN1	WGS	-1	RFTN1
chr3	16646297	DAZL	WGS	-1	DAZL
chr3	16926452	PLCL2	WGS	1	PLCL2
chr3	17741512	TBC1D5	WGS	-1	TBC1D5
chr3	18466065	SATB1	WGS	-1	SATB1
chr3	19189946	KCNH8	WGS	1	KCNH8
chr3	19975672	EFHB	WGS	-1	EFHB
chr3	19988571	RAB5A	WGS	1	RAB5A
chr3	20053822	PP2D1	WGS	-1	PP2D1
chr3	20081515	KAT2B	WGS	1	KAT2B
chr3	20227683	SGOL1	WGS	-1	SGOL1
chr3	21792927	ZNF385D	WGS	-1	ZNF385D
chr3	23244784	UBE2E2	WGS	1	UBE2E2
chr3	23847394	UBE2E1	WGS	1	UBE2E1
chr3	23958206	NKIRAS1	WGS	-1	NKIRAS1
chr3	23958036	RPL15	WGS	1	RPL15
chr3	23986751	NR1D2	WGS	1	NR1D2
chr3	24536266	THRB	WGS	-1	THRB
chr3	25469802	RARB	WGS	1	RARB
chr3	25705990	TOP2B	WGS	-1	TOP2B
chr3	25825042	NGLY1	WGS	-1	NGLY1
chr3	25831571	OXSM	WGS	1	OXSM
chr3	25915189	LINC00692	WGS	-1	LINC00692
chr3	26664297	LRRC3B	WGS	1	LRRC3B
chr3	27410912	NEK10	WGS	-1	NEK10
chr3	27498245	SLC4A7	WGS	-1	SLC4A7
chr3	27763989	EOMES	WGS	-1	EOMES
chr3	28283086	CMC1	WGS	1	CMC1
chr3	28390618	AZI2	WGS	-1	AZI2
chr3	28390640	ZCWPW2	WGS	1	ZCWPW2
chr3	29322837	RBMS3	WGS	1	RBMS3
chr3	30648093	TGFBR2	WGS	1	TGFBR2
chr3	30936257	GADL1	WGS	-1	GADL1
chr3	31574282	STT3B	WGS	1	STT3B
chr3	32022794	OSBPL10	WGS	-1	OSBPL10
chr3	32023266	ZNF860	WGS	1	ZNF860
chr3	32148003	GPD1L	WGS	1	GPD1L
chr3	32280171	CMTM8	WGS	1	CMTM8
chr3	32433163	CMTM7	WGS	1	CMTM7
chr3	32544900	CMTM6	WGS	-1	CMTM6
chr3	32612366	DYNC1LI1	WGS	-1	DYNC1LI1
chr3	32737041	CNOT10	WGS	1	CNOT10
chr3	32859510	TRIM71	WGS	1	TRIM71
chr3	32993066	CCR4	WGS	1	CCR4
chr3	33138722	GLB1	WGS	-1	GLB1
chr3	33138293	TMPPE	WGS	-1	TMPPE
chr3	33155471	CRTAP	WGS	1	CRTAP
chr3	33260707	SUSD5	WGS	-1	SUSD5
chr3	33318914	FBXL2	WGS	1	FBXL2
chr3	33481870	UBP1	WGS	-1	UBP1
chr3	33759541	CLASP2	WGS	-1	CLASP2
chr3	33840066	PDCD6IP	WGS	1	PDCD6IP
chr3	35681878	ARPP21	WGS	1	ARPP21
chr3	36421836	STAC	WGS	1	STAC
chr3	36781352	DCLK3	WGS	-1	DCLK3
chr3	36986548	TRANK1	WGS	-1	TRANK1
chr3	37034795	EPM2AIP1	WGS	-1	EPM2AIP1
chr3	37034823	MLH1	WGS	1	MLH1
chr3	37217851	LRRFIP2	WGS	-1	LRRFIP2
chr3	37284743	GOLGA4	WGS	1	GOLGA4
chr3	37440653	C3orf35	WGS	1	C3orf35
chr3	37493610	ITGA9	WGS	1	ITGA9
chr3	37903665	CTDSPL	WGS	1	CTDSPL
chr3	38029550	VILL	WGS	1	VILL
chr3	38066278	PLCD1	WGS	-1	PLCD1
chr3	38080696	DLEC1	WGS	1	DLEC1
chr3	38178699	ACAA1	WGS	-1	ACAA1
chr3	38179969	MYD88	WGS	1	MYD88
chr3	38206996	OXSR1	WGS	1	OXSR1
chr3	38307303	SLC22A13	WGS	1	SLC22A13
chr3	38347427	SLC22A14	WGS	1	SLC22A14
chr3	38388270	XYLB	WGS	1	XYLB
chr3	38495342	ACVR2B	WGS	1	ACVR2B
chr3	38537763	EXOG	WGS	1	EXOG
chr3	38691163	SCN5A	WGS	-1	SCN5A
chr3	38835501	SCN10A	WGS	-1	SCN10A
chr3	38992052	SCN11A	WGS	-1	SCN11A
chr3	39093489	WDR48	WGS	1	WDR48
chr3	39149854	GORASP1	WGS	-1	GORASP1
chr3	39149195	TTC21A	WGS	1	TTC21A
chr3	39195066	CSRNP1	WGS	-1	CSRNP1
chr3	39234085	XIRP1	WGS	-1	XIRP1
chr3	39323226	CX3CR1	WGS	-1	CX3CR1
chr3	39371197	CCR8	WGS	1	CCR8
chr3	39424839	SLC25A38	WGS	1	SLC25A38
chr3	39448180	RPSA	WGS	1	RPSA
chr3	39509096	MOBP	WGS	1	MOBP
chr3	39851096	MYRIP	WGS	1	MYRIP
chr3	40351175	EIF1B	WGS	1	EIF1B
chr3	40428647	ENTPD3	WGS	1	ENTPD3
chr3	40498831	RPL14	WGS	1	RPL14
chr3	40518604	ZNF619	WGS	1	ZNF619
chr3	40547530	ZNF620	WGS	1	ZNF620
chr3	40566376	ZNF621	WGS	1	ZNF621
chr3	41240930	CTNNB1	WGS	1	CTNNB1
chr3	42003922	ULK4	WGS	-1	ULK4
chr3	42132562	TRAK1	WGS	1	TRAK1
chr3	42307699	CCK	WGS	-1	CCK
chr3	42452092	LYZL4	WGS	-1	LYZL4
chr3	42544115	VIPR1	WGS	1	VIPR1
chr3	42623454	SEC22C	WGS	-1	SEC22C
chr3	42623332	SS18L2	WGS	1	SS18L2
chr3	42642106	NKTR	WGS	1	NKTR
chr3	42695176	ZBTB47	WGS	1	ZBTB47
chr3	42727011	KLHL40	WGS	1	KLHL40
chr3	42814745	CCDC13	WGS	-1	CCDC13
chr3	42744319	HHATL	WGS	-1	HHATL
chr3	42845925	HIGD1A	WGS	-1	HIGD1A
chr3	42850968	ACKR2	WGS	1	ACKR2
chr3	42978351	KRBOX1	WGS	1	KRBOX1
chr3	42978354	KRBOX1	WGS	1	KRBOX1
chr3	42917633	CYP8B1	WGS	-1	CYP8B1
chr3	42947658	ZNF662	WGS	1	ZNF662
chr3	43021040	FAM198A	WGS	1	FAM198A
chr3	43147568	POMGNT2	WGS	-1	POMGNT2
chr3	43328032	SNRK	WGS	1	SNRK
chr3	43663560	ANO10	WGS	-1	ANO10
chr3	43732362	ABHD5	WGS	1	ABHD5
chr3	44283378	TOPAZ1	WGS	1	TOPAZ1
chr3	44379944	TCAIM	WGS	1	TCAIM
chr3	44519162	ZNF445	WGS	-1	ZNF445
chr3	44552128	ZNF852	WGS	-1	ZNF852
chr3	44596700	ZKSCAN7	WGS	1	ZKSCAN7
chr3	44607051	RP11-944L7.5	WGS	1	RP11-944L7.5
chr3	44626456	ZNF660	WGS	1	ZNF660
chr3	44670480	ZNF197	WGS	1	ZNF197
chr3	44690219	ZNF35	WGS	1	ZNF35
chr3	44754138	ZNF502	WGS	1	ZNF502
chr3	44771088	ZNF501	WGS	1	ZNF501
chr3	44803154	KIAA1143	WGS	-1	KIAA1143
chr3	44803209	KIF15	WGS	1	KIF15
chr3	44903361	TMEM42	WGS	1	TMEM42
chr3	44916103	TGM4	WGS	1	TGM4
chr3	45017674	ZDHHC3	WGS	-1	ZDHHC3
chr3	45017722	EXOSC7	WGS	1	EXOSC7
chr3	45067675	CLEC3B	WGS	1	CLEC3B
chr3	45187914	CDCP1	WGS	-1	CDCP1
chr3	45267770	TMEM158	WGS	-1	TMEM158
chr3	45430053	LARS2	WGS	1	LARS2
chr3	45636351	LIMD1	WGS	1	LIMD1
chr3	45730754	SACM1L	WGS	1	SACM1L
chr3	45838027	SLC6A20	WGS	-1	SLC6A20
chr3	45883658	LZTFL1	WGS	-1	LZTFL1
chr3	45927996	CCR9	WGS	1	CCR9
chr3	46037307	FYCO1	WGS	-1	FYCO1
chr3	45986511	CXCR6	WGS	1	CXCR6
chr3	46069234	XCR1	WGS	-1	XCR1
chr3	46283872	CCR3	WGS	1	CCR3
chr3	46249887	CCR1	WGS	-1	CCR1
chr3	46395235	CCR2	WGS	1	CCR2
chr3	46411633	CCR5	WGS	1	CCR5
chr3	46449049	CCRL2	WGS	1	CCRL2
chr3	46506653	LTF	WGS	-1	LTF
chr3	46538981	RTP3	WGS	1	RTP3
chr3	46608040	LRRC2	WGS	-1	LRRC2
chr3	46598888	LUZPP1	WGS	1	LUZPP1
chr3	46618727	TDGF1	WGS	1	TDGF1
chr3	46735191	ALS2CL	WGS	-1	ALS2CL
chr3	46742823	TMIE	WGS	1	TMIE
chr3	46854064	PRSS50	WGS	-1	PRSS50
chr3	46777919	PRSS46	WGS	-1	PRSS46
chr3	46786245	PRSS45	WGS	-1	PRSS45
chr3	46875585	PRSS42	WGS	-1	PRSS42
chr3	46904932	MYL3	WGS	-1	MYL3
chr3	46924847	PTH1R	WGS	1	PTH1R
chr3	46930171	AC109583.1	WGS	-1	AC109583.1
chr3	47023472	CCDC12	WGS	-1	CCDC12
chr3	47021173	NBEAL2	WGS	1	NBEAL2
chr3	47205457	SETD2	WGS	-1	SETD2
chr3	47324337	KIF9	WGS	-1	KIF9
chr3	47324436	KLHL18	WGS	1	KLHL18
chr3	47422510	PTPN23	WGS	1	PTPN23
chr3	47517603	SCAP	WGS	-1	SCAP
chr3	47555251	ELP6	WGS	-1	ELP6
chr3	47622282	CSPG5	WGS	-1	CSPG5
chr3	47823407	SMARCC1	WGS	-1	SMARCC1
chr3	47844418	DHX30	WGS	1	DHX30
chr3	48130762	MAP4	WGS	-1	MAP4
chr3	48229846	CDC25A	WGS	-1	CDC25A
chr3	48264837	CAMP	WGS	1	CAMP
chr3	48282590	ZNF589	WGS	1	ZNF589
chr3	48342848	NME6	WGS	-1	NME6
chr3	48369831	SPINK8	WGS	-1	SPINK8
chr3	48413709	FBXW12	WGS	1	FBXW12
chr3	48470872	PLXNB1	WGS	-1	PLXNB1
chr3	48481475	CCDC51	WGS	-1	CCDC51
chr3	48481667	TMA7	WGS	1	TMA7
chr3	48488137	ATRIP	WGS	1	ATRIP
chr3	48507229	TREX1	WGS	1	TREX1
chr3	48541864	SHISA5	WGS	-1	SHISA5
chr3	48594323	PFKFB4	WGS	-1	PFKFB4
chr3	48601206	UCN2	WGS	-1	UCN2
chr3	48632700	COL7A1	WGS	-1	COL7A1
chr3	48647470	UQCRC1	WGS	-1	UQCRC1
chr3	48659288	TMEM89	WGS	-1	TMEM89
chr3	48672874	SLC26A6	WGS	-1	SLC26A6
chr3	48700348	CELSR3	WGS	-1	CELSR3
chr3	48723360	NCKIPSD	WGS	-1	NCKIPSD
chr3	48754683	IP6K2	WGS	-1	IP6K2
chr3	48885279	PRKAR2A	WGS	-1	PRKAR2A
chr3	48936426	SLC25A20	WGS	-1	SLC25A20
chr3	48956818	ARIH2OS	WGS	-1	ARIH2OS
chr3	48956254	ARIH2	WGS	1	ARIH2
chr3	49027322	P4HTM	WGS	1	P4HTM
chr3	49044495	WDR6	WGS	1	WDR6
